Season,Nos,Name,Team,Age,Position,Appearances,Minutes,Goals,Assists,Yellows,Reds,SpG,Pass%,AerialsWon,MotM,Rating
2014,255,Loïc Rémy,Chelsea,32,  M(LR)FW,6(13),668,7,-,-,-,1.6,82.5,0.6,-,6.58
2017,191,Loris Karius,Liverpool,26,  GK,19,1710,-,-,1,-,-,67.2,0.4,-,6.7
2018,9,Lucas Digne,Everton,26,  D(L),33(2),2966,4,4,5,1,1,76,2.6,4,7.36
2019,58,Lucas Digne,Everton,26,  D(L),11,973,-,3,1,-,1.1,75.5,2.3,1,7
2014,137,Lucas Leiva,Liverpool,32,  D(C)M(C),16(4),1315,-,-,4,-,0.6,87.2,1.6,1,6.97
2015,66,Lucas Leiva,Liverpool,32,  D(C)M(C),21(6),1953,-,1,8,-,0.3,83.4,2.3,1,7.08
2016,189,Lucas Leiva,Liverpool,32,  D(C)M(C),12(12),1105,-,3,4,-,0.3,83.9,2.2,-,6.68
2018,75,Lucas Moura,Tottenham,27,  AM(CLR)FW,25(7),2128,10,-,3,-,1.4,76.1,1.1,3,6.96
2019,170,Lucas Moura,Tottenham,27,  AM(CLR)FW,4(5),399,1,1,-,-,1.6,80.3,1.3,-,6.62
2018,155,Lucas Torreira,Arsenal,23,  DMC,24(10),2381,2,2,7,1,0.7,87.4,0.6,-,6.72
2019,191,Lucas Torreira,Arsenal,23,  DMC,3(5),275,1,-,-,-,1.1,83.9,-,-,6.53
2018,244,Luciano Vietto,Fulham,25,  AM(LR)FW,10(10),987,1,4,1,-,1.2,78.8,0.3,-,6.48
2014,37,Luis Antonio Valencia,Manchester United,34,  D(R)M(R),29(3),2584,-,2,4,-,0.2,89.5,0.8,1,7.23
2016,31,Luis Antonio Valencia,Manchester United,34,  D(R)M(R),27(1),2483,1,3,5,-,0.3,85.8,0.8,-,7.24
2017,51,Luis Antonio Valencia,Manchester United,34,  D(R)M(R),31,2743,3,1,7,-,0.5,85.3,0.7,-,7.07
2017,65,Luka Milivojevic,Crystal Palace,28,  DMC,35(1),3082,10,1,8,-,1.2,80.2,1.4,1,7.01
2018,23,Luka Milivojevic,Crystal Palace,28,  DMC,38,3420,12,2,10,-,1.5,80,1.4,2,7.19
2019,81,Luka Milivojevic,Crystal Palace,28,  DMC,10,886,2,-,6,-,0.9,80.8,1.1,2,6.94
2014,289,Lukas Jutkiewicz,Burnley,30,  FW,10(15),978,-,2,1,-,1.4,58.8,2.7,-,6.35
2014,82,Lukasz Fabianski,Swansea,34,  GK,37,3308,-,-,-,1,-,55.8,0.5,5,7.09
2015,138,Lukasz Fabianski,Swansea,34,  GK,37,3330,-,1,1,-,-,58,0.4,2,6.87
2016,183,Lukasz Fabianski,Swansea,34,  GK,37,3330,-,-,1,-,-,59.5,0.4,2,6.7
2017,97,Lukasz Fabianski,Swansea,34,  GK,38,3420,-,-,-,-,-,53.4,0.4,3,6.89
2018,58,Lukasz Fabianski,West Ham,34,  GK,38,3420,-,-,-,-,-,49.7,0.3,1,7.02
2019,123,Lukasz Fabianski,West Ham,34,  GK,7,574,-,-,-,-,-,47.4,0.1,-,6.77
2018,87,Luke Shaw,Manchester United,24,  D(L)M(L),29,2592,1,4,11,-,0.7,83.3,1.7,2,6.91
2017,285,Lys Mousset,Bournemouth,23,  FW,4(19),585,2,-,1,-,1,63.4,0.3,-,6.29
2018,280,Lys Mousset,Bournemouth,23,  FW,1(23),351,1,-,1,-,0.5,71.9,0.4,-,6.11
2019,116,Lys Mousset,Sheffield United,23,  FW,2(6),264,3,3,-,-,1.1,58.2,0.9,1,6.79
2016,247,Maarten Stekelenburg,Everton,37,  GK,19,1684,-,-,2,-,-,53.4,0.2,1,6.52
2015,71,Mamadou Sakho,Liverpool,29,  D(C),21(1),1855,1,-,1,-,0.3,87.9,3.4,-,7.07
2017,135,Mamadou Sakho,Crystal Palace,29,  D(C),18(1),1599,1,2,1,-,0.2,85.5,2.2,-,6.81
2018,156,Mamadou Sakho,Crystal Palace,29,  D(C),27,2417,-,-,2,-,0.1,88.6,1.9,-,6.72
2014,176,Mame Biram Diouf,Stoke,31,  M(LR)FW,28(6),2438,11,3,7,-,1.6,65.9,1.6,3,6.83
2015,269,Mame Biram Diouf,Stoke,31,  M(LR)FW,12(14),1269,5,1,3,-,1.2,72,1.3,2,6.46
2016,209,Mame Biram Diouf,Stoke,31,  M(LR)FW,15(12),1382,1,2,3,-,0.7,64.2,3,-,6.63
2017,161,Mame Biram Diouf,Stoke,31,  M(LR)FW,30(5),2602,6,2,6,-,1.7,57.3,4.1,2,6.76
2017,283,Manolo Gabbiadini,Southampton,27,  AM(CLR)FW,11(17),1076,5,-,2,-,0.8,70.9,0.5,-,6.3
2015,33,Manuel Lanzini,West Ham,26,  AM(CLR),23(3),1921,6,2,3,-,1.8,88.9,0.2,3,7.21
2016,56,Manuel Lanzini,West Ham,26,  AM(CLR),31(4),2716,8,2,9,-,2,87.3,0.1,3,7.11
2017,55,Manuel Lanzini,West Ham,26,  AM(CLR),23(4),2049,5,6,4,-,1.6,87.6,0.1,2,7.04
2019,79,Manuel Lanzini,West Ham,26,  AM(CLR),7(3),698,-,2,-,-,1.3,87.1,0.1,1,6.94
2014,65,Marc Albrighton,Leicester,29,  M(LR),10(8),1028,2,3,3,-,0.8,58.1,0.6,2,7.13
2015,82,Marc Albrighton,Leicester,29,  M(LR),34(4),2769,2,6,4,-,1.1,63.8,0.3,-,7.05
2016,133,Marc Albrighton,Leicester,29,  M(LR),29(4),2425,2,6,5,-,0.6,63.7,0.2,1,6.85
2017,137,Marc Albrighton,Leicester,29,  M(LR),30(4),2544,2,7,5,1,0.6,67.2,0.3,2,6.8
2018,175,Marc Albrighton,Leicester,29,  M(LR),18(9),1627,2,2,3,-,0.7,65.9,0.6,-,6.68
2014,135,Marc Muniesa,Stoke,27,  D(CL),14(5),1387,-,-,3,-,0.3,81.4,1.7,-,6.97
2015,239,Marc Pugh,Bournemouth,32,  AM(CL),15(11),1337,3,2,1,-,0.8,78.6,0.5,2,6.6
2016,162,Marc Pugh,Bournemouth,32,  AM(CL),16(5),1333,2,2,1,-,0.9,81.3,1,2,6.77
2017,282,Marc Pugh,Bournemouth,32,  AM(CL),11(9),983,-,-,2,-,1,80.2,0.4,-,6.31
2014,182,Marc Wilson,Stoke,32,  D(CL)DMC,25(2),2124,-,-,4,1,0.2,79.4,2,-,6.82
2014,66,Marcin Wasilewski,Leicester,39,  D(CR),22(3),1991,1,1,6,-,0.5,67,2.6,-,7.13
2019,215,Marco Stiepermann,Norwich,28,  D(L)M(CLR),9(1),726,-,-,3,-,1.4,73,0.9,-,6.42
2016,13,Marcos Alonso,Chelsea,28,  D(CL)M(L),30(1),2694,6,3,2,-,1.5,77.8,2.4,1,7.41
2017,34,Marcos Alonso,Chelsea,28,  D(CL)M(L),33,2860,7,2,6,-,2,79.4,1.8,3,7.13
2018,24,Marcos Alonso,Chelsea,28,  D(CL)M(L),31,2761,2,4,6,-,1.5,85,2.1,2,7.18
2019,29,Marcos Alonso,Chelsea,28,  D(CL)M(L),5(2),500,1,2,3,-,0.7,80.9,2.9,-,7.23
2014,33,Marcos Rojo,Manchester United,29,  D(CL),20(2),1765,-,-,6,-,0.7,85.5,2.6,1,7.26
2016,45,Marcos Rojo,Manchester United,29,  D(CL),18(3),1661,1,-,5,-,0.7,86,2.2,-,7.16
2016,226,Marcus Rashford,Manchester United,22,  AM(LR)FW,16(16),1703,5,1,3,-,1.4,78.7,0.1,-,6.58
2017,163,Marcus Rashford,Manchester United,22,  AM(LR)FW,17(18),1810,7,5,3,-,1.7,78.3,0.5,1,6.76
2018,78,Marcus Rashford,Manchester United,22,  AM(LR)FW,26(7),2345,10,6,3,1,2.5,78.1,0.9,3,6.95
2019,37,Marcus Rashford,Manchester United,22,  AM(LR)FW,11,950,5,3,1,-,2.7,75,0.8,2,7.16
2017,82,Mario Lemina,Southampton,26,  DMC,20(5),1723,1,1,2,-,0.9,87.8,1,3,6.93
2018,110,Mario Lemina,Southampton,26,  DMC,18(3),1616,1,1,5,-,1.2,86,1.4,-,6.85
2014,104,Mark Noble,West Ham,32,  M(C),27(1),2308,2,3,4,-,0.8,85.2,0.3,-,7.04
2015,53,Mark Noble,West Ham,32,  M(C),37,3205,7,4,8,1,0.9,86.4,0.5,3,7.15
2016,227,Mark Noble,West Ham,32,  M(C),29(1),2399,3,-,10,-,0.8,86.1,0.1,-,6.58
2017,134,Mark Noble,West Ham,32,  M(C),28(1),2405,4,-,6,-,0.5,83.9,0.3,1,6.81
2018,191,Mark Noble,West Ham,32,  M(C),29(2),2308,5,5,6,1,0.5,85.3,0.3,-,6.65
2019,212,Mark Noble,West Ham,32,  M(C),9,718,1,-,2,-,0.8,85,0.6,-,6.44
2014,202,Marko Arnautovic,Stoke,30,  AM(CLR)FW,20(9),1918,1,5,2,-,1.5,79.8,0.4,1,6.75
2015,80,Marko Arnautovic,Stoke,30,  AM(CLR)FW,33(1),2820,11,6,2,-,2.1,79.5,0.2,2,7.05
2016,142,Marko Arnautovic,Stoke,30,  AM(CLR)FW,32,2725,6,5,9,1,1.9,75.4,0.4,1,6.84
2017,50,Marko Arnautovic,West Ham,30,  AM(CLR)FW,28(3),2323,11,6,5,1,2.3,71.5,0.7,5,7.07
2018,117,Marko Arnautovic,West Ham,30,  AM(CLR)FW,24(4),2001,10,4,3,-,2.2,74.7,0.9,2,6.84
2014,220,Marouane Chamakh,Crystal Palace,35,  AM(C)FW,15(3),1156,2,-,4,-,0.6,72.9,2.9,-,6.7
2014,61,Marouane Fellaini,Manchester United,31,  M(C),19(8),1831,6,-,5,1,1.3,84.7,4.1,3,7.16
2015,176,Marouane Fellaini,Manchester United,31,  M(C),12(6),1070,1,-,2,-,1.3,83.6,2.7,-,6.78
2016,113,Marouane Fellaini,Manchester United,31,  M(C),18(10),1600,1,-,9,1,0.8,86,3.4,-,6.91
2016,211,Marten de Roon,Middlesbrough,28,  DMC,32(1),2777,4,-,8,-,0.9,79.2,2,-,6.62
2014,110,Martín Demichelis,Manchester City,38,  D(C),28(3),2559,1,-,6,-,0.3,87.2,2.7,-,7.02
2015,226,Martín Demichelis,Manchester City,38,  D(C),10(10),1016,-,-,3,-,0.3,86.4,1.8,-,6.64
2018,200,Martin Dubravka,Newcastle United,30,  GK,38,3420,-,-,1,-,-,53.4,0.4,1,6.62
2019,179,Martin Dubravka,Newcastle United,30,  GK,11,990,-,-,-,-,-,49.2,0.3,-,6.59
2014,162,Martin Kelly,Crystal Palace,29,  D(CLR),27(4),2499,-,1,2,-,0.3,68.1,1.5,1,6.89
2016,255,Martin Kelly,Crystal Palace,29,  D(CLR),25(4),2131,-,2,4,-,0.1,69.6,1.9,-,6.49
2018,160,Martín Montoya,Brighton,28,  D(LR)M(R),24(1),2166,-,1,4,-,0.3,80,1,-,6.71
2019,99,Martín Montoya,Brighton,28,  D(LR)M(R),10,855,-,1,2,-,0.4,78,1,1,6.86
2015,266,Martin Olsson,Norwich,31,  D(L)M(L),20(4),1773,1,2,2,-,0.3,63.1,1.1,-,6.48
2017,281,Martin Olsson,Swansea,31,  D(L)M(L),36,3154,-,1,7,-,0.5,73.5,1.3,-,6.32
2014,44,Martin Skrtel,Liverpool,34,  D(C),33,2970,1,-,8,-,0.6,90,3.4,4,7.21
2015,113,Martin Skrtel,Liverpool,34,  D(C),21(1),1886,1,-,5,-,0.5,85.3,2.6,-,6.93
2019,70,Marvelous Nakamba,Aston Villa,25,  M(C),7,616,-,-,-,-,0.1,83.9,0.7,-,6.97
2019,253,Mason Greenwood,Manchester United,18,  Forward,0(8),113,-,-,-,-,0.8,87.5,0.1,-,6.06
2019,35,Mason Mount,Chelsea,20,  AM(C),11,954,4,1,1,-,2.6,82.2,0.5,1,7.19
2017,177,Mat Ryan,Brighton,27,  GK,38,3420,-,-,-,-,-,48,0.3,1,6.74
2018,256,Mat Ryan,Brighton,27,  GK,34,3060,-,-,2,-,-,50.1,0.3,-,6.41
2019,134,Mat Ryan,Brighton,27,  GK,11,990,-,-,-,-,-,80.1,0.2,-,6.73
2018,189,Mateo Kovacic,Chelsea,25,  M(CL),21(11),1745,-,2,3,-,0.9,92,0.3,-,6.65
2019,103,Mateo Kovacic,Chelsea,25,  M(CL),7(4),701,-,1,1,-,0.5,90.2,-,-,6.84
2014,208,Mathieu Flamini,Arsenal,35,  M(C),15(8),1456,1,1,3,-,0.3,91.3,1,-,6.73
2018,31,Matt Doherty,Wolverhampton Wanderers,27,  D(LR)M(R),35(3),3147,4,5,5,-,1.2,71.6,3.8,2,7.12
2019,151,Matt Doherty,Wolverhampton Wanderers,27,  D(LR)M(R),7(3),621,1,-,-,-,0.9,72,2.8,1,6.67
2014,194,Matt Phillips,Queens Park Rangers,28,  M(CLR)FW,20(5),1823,3,8,1,-,1.7,64.7,1.4,1,6.79
2016,77,Matt Phillips,West Bromwich Albion,28,  M(CLR)FW,26(1),2194,4,8,2,-,1.7,67.3,1.4,4,7.03
2017,178,Matt Phillips,West Bromwich Albion,28,  M(CLR)FW,23(7),2097,2,2,3,-,0.9,72.6,1.2,-,6.73
2015,185,Matt Ritchie,Bournemouth,30,  D(L)M(CLR),33(4),2979,4,6,5,-,2.1,76.2,0.6,-,6.77
2017,123,Matt Ritchie,Newcastle United,30,  D(L)M(CLR),32(3),2812,3,5,6,-,1.7,72.5,0.9,1,6.84
2018,79,Matt Ritchie,Newcastle United,30,  D(L)M(CLR),35(1),2940,2,8,9,-,1.1,73.1,1,1,6.95
2015,121,Matteo Darmian,Manchester United,29,  D(CLR)M(LR),24(4),1932,1,-,8,-,0.2,79.3,0.7,2,6.91
2018,225,Matteo Guendouzi,Arsenal,20,  DMC,23(10),2144,-,-,9,-,0.5,87.7,0.5,-,6.55
2019,49,Matteo Guendouzi,Arsenal,20,  DMC,11,963,-,1,3,-,0.6,87.9,0.9,-,7.06
2015,294,Matthew Jarvis,Norwich,33,  M(LR),13(6),1021,1,1,-,-,0.5,77.3,0.3,-,6.29
2016,78,Matthew Lowton,Burnley,30,  D(LR)M(R),36,3240,-,2,9,-,0.2,66.7,1.5,1,7.02
2017,73,Matthew Lowton,Burnley,30,  D(LR)M(R),25(1),2295,-,3,1,-,0.2,68.9,1.3,1,6.97
2018,194,Matthew Lowton,Burnley,30,  D(LR)M(R),19(2),1748,-,-,7,-,0.2,69,1.2,-,6.64
2019,109,Matthew Lowton,Burnley,30,  D(LR)M(R),11,990,-,1,1,-,0.1,68.7,1.4,-,6.81
2014,168,Matty James,Leicester,28,  DMC,20(7),1892,-,1,2,1,1,81,1.6,1,6.87
2014,130,Mauricio Isla,Queens Park Rangers,31,  D(R)M(CR),24(2),2132,-,2,4,-,0.3,74.9,1.3,1,6.98
2019,226,Max Aarons,Norwich,19,  D(R),9,810,-,-,3,-,0.6,83.6,0.1,-,6.34
2018,243,Max Meyer,Crystal Palace,24,  M(CL)FW,15(14),1415,1,2,3,-,1.3,83.9,0.1,-,6.49
2018,158,Maxime Le Marchand,Fulham,30,  D(CL),25(1),2252,-,1,5,-,0.2,83.3,2.2,-,6.72
2014,157,Maya Yoshida,Southampton,31,  D(CR),18(4),1691,1,1,3,-,0.5,81.1,2.2,1,6.9
2015,268,Maya Yoshida,Southampton,31,  D(CR),10(10),1016,1,-,-,-,0.1,79.6,1.1,1,6.48
2016,76,Maya Yoshida,Southampton,31,  D(CR),23,2070,1,-,2,-,0.7,86,3.3,-,7.03
2017,115,Maya Yoshida,Southampton,31,  D(CR),23(1),2051,2,-,2,1,0.8,84.2,2.8,-,6.86
2019,249,Maya Yoshida,Southampton,31,  D(CR),6(1),553,-,-,1,-,0.7,79.2,1.9,-,6.12
2015,286,Memphis Depay,Manchester United,25,  AM(CL)FW,16(13),1478,2,-,2,-,2,80.8,0.3,1,6.38
2014,6,Mesut Özil,Arsenal,31,  M(CLR),21(1),1860,4,5,-,-,1.3,88.3,0.2,-,7.57
2015,5,Mesut Özil,Arsenal,31,  M(CLR),35,3049,6,19,4,-,1.4,86.3,0.1,6,7.66
2016,23,Mesut Özil,Arsenal,31,  M(CLR),32(1),2848,8,9,2,-,1.2,86.6,0.2,4,7.3
2017,23,Mesut Özil,Arsenal,31,  M(CLR),24(2),2164,4,8,4,-,1.5,86.5,-,2,7.25
2018,133,Mesut Özil,Arsenal,31,  M(CLR),20(4),1742,5,2,2,-,0.5,88.6,0.2,2,6.78
2015,120,Micah Richards,Aston Villa,31,  D(CR),23(1),2046,1,1,3,-,0.5,85.1,2.5,2,6.91
2014,97,Michael Carrick,Manchester United,38,  D(C)M(C),16(2),1457,1,2,1,-,0.4,89.6,0.8,-,7.06
2015,219,Michael Carrick,Manchester United,38,  D(C)M(C),22(6),1975,-,-,4,-,0.3,86.5,0.6,-,6.66
2016,191,Michael Carrick,Manchester United,38,  D(C)M(C),18(5),1603,-,-,2,-,0.3,89,0.4,-,6.68
2014,75,Michael Dawson,Hull,35,  D(C),28,2434,1,-,7,-,0.5,75.5,4.3,1,7.11
2016,218,Michael Dawson,Hull,35,  D(C),19(3),1721,3,-,4,-,0.5,81.3,2.1,-,6.6
2014,109,Michael Duff,Burnley,41,  D(C),21,1809,-,-,4,1,0.1,71.2,4,-,7.02
2014,103,Michael Keane,Burnley,26,  D(CR),17(4),1595,-,1,1,-,0.5,77.5,3.7,-,7.04
2016,53,Michael Keane,Burnley,26,  D(CR),35,3150,2,1,4,-,0.7,72.8,4.3,2,7.13
2017,79,Michael Keane,Everton,26,  D(CR),29(1),2561,-,1,3,-,0.5,77.8,4.3,-,6.94
2018,29,Michael Keane,Everton,26,  D(CR),33,2970,1,2,2,-,0.9,80.8,5.8,2,7.13
2019,130,Michael Keane,Everton,26,  D(CR),10,900,-,-,-,-,0.4,81.3,5,1,6.75
2015,17,Michail Antonio,West Ham,29,  D(R)M(CLR)FW,23(3),2063,8,3,3,-,2.1,69.6,1.5,2,7.35
2016,28,Michail Antonio,West Ham,29,  D(R)M(CLR)FW,29,2440,9,3,4,1,2.7,73,2,3,7.25
2017,101,Michail Antonio,West Ham,29,  D(R)M(CLR)FW,16(5),1358,3,1,1,-,1.6,67.8,2,-,6.88
2018,85,Michail Antonio,West Ham,29,  D(R)M(CLR)FW,22(11),2101,6,4,3,-,2,68.1,2.4,2,6.92
2016,279,Michy Batshuayi,Chelsea,26,  FW,1(19),239,5,1,-,-,0.9,83.8,0.2,-,6.34
2019,225,Miguel Almirón,Newcastle United,25,  AM(CLR)FW,11,914,-,-,2,-,1.6,76.3,0.3,-,6.36
2015,169,Miguel Britos,Watford,34,  D(CL),24,2076,-,-,7,-,0.3,66.1,2.6,-,6.8
2016,167,Miguel Britos,Watford,34,  D(CL),27,2285,1,2,6,2,0.7,68.7,3.2,1,6.75
2017,96,Mike van der Hoorn,Swansea,27,  D(C),24,1952,1,-,4,-,0.4,76.3,2.4,-,6.89
2014,247,Mike Williamson,Newcastle United,35,  D(C),27(4),2418,1,1,5,2,0.3,79.5,3.2,-,6.62
2017,120,Mikel Merino,Newcastle United,23,  M(C),14(10),1343,1,1,4,-,0.7,79.3,1.6,1,6.85
2014,7,Mile Jedinak,Crystal Palace,35,  D(C)DMC,24,2081,5,3,3,1,1.3,66.6,4.7,2,7.55
2015,183,Mile Jedinak,Crystal Palace,35,  D(C)DMC,16(11),1531,-,-,6,-,0.5,71.6,3.8,1,6.77
2015,273,Modou Barrow,Swansea,27,  AM(LR)FW,6(16),782,1,2,-,-,0.5,79.1,0.1,-,6.46
2017,118,Mohamed Diamé,Newcastle United,32,  M(CLR),23(8),2043,2,-,3,-,0.6,81.5,2,1,6.85
2018,221,Mohamed Diamé,Newcastle United,32,  M(CLR),24(5),2166,-,-,3,-,0.7,77.2,1.2,-,6.57
2017,3,Mohamed Salah,Liverpool,27,  AM(CLR)FW,34(2),2922,32,10,1,-,4,76.7,0.4,8,7.69
2018,3,Mohamed Salah,Liverpool,27,  AM(CLR)FW,37(1),3262,22,8,1,-,3.6,75.9,0.3,8,7.57
2019,26,Mohamed Salah,Liverpool,27,  AM(CLR)FW,10,859,5,3,-,-,3.7,75.7,0.4,1,7.27
2019,247,Moise Kean,Everton,19,  FW,2(7),288,-,1,-,-,1,86.7,0.3,-,6.18
2014,272,Morgan Amalfitano,West Ham,34,  M(CLR),14(10),1183,3,1,3,-,0.8,79.4,0.1,-,6.49
2018,277,Morgan Gibbs-White,Wolverhampton Wanderers,19,  AM(C),5(21),651,-,1,1,-,0.3,83.9,0.5,-,6.2
2014,10,Morgan Schneiderlin,Southampton,29,  DMC,24(2),2188,4,1,5,1,1.2,89.3,1.8,3,7.51
2015,118,Morgan Schneiderlin,Manchester United,29,  DMC,25(4),2205,1,-,3,-,0.4,89.5,0.7,-,6.92
2017,237,Morgan Schneiderlin,Everton,29,  DMC,24(6),2129,-,-,5,1,0.2,83.9,1.2,-,6.57
2019,204,Moritz Leitner,Norwich,26,  M(CR),7(2),686,-,-,1,-,0.9,87.4,0.6,-,6.49
2014,242,Mousa Dembélé,Tottenham,32,  M(CR),10(16),1140,1,1,1,-,0.4,89.3,0.8,-,6.63
2015,4,Mousa Dembélé,Tottenham,32,  M(CR),27(2),2273,3,1,3,-,0.8,90,1.1,4,7.69
2016,41,Mousa Dembélé,Tottenham,32,  M(CR),24(6),2066,1,1,5,-,0.5,92,0.8,2,7.18
2017,94,Mousa Dembélé,Tottenham,32,  M(CR),21(7),1886,-,-,6,-,0.4,92.2,0.3,-,6.9
2014,151,Moussa Sissoko,Newcastle United,30,  M(CR),34,3032,4,2,7,2,1.3,79.1,1.4,-,6.92
2015,84,Moussa Sissoko,Newcastle United,30,  M(CR),37,3223,1,7,3,-,1,76,1.5,4,7.04
2016,262,Moussa Sissoko,Tottenham,30,  M(CR),8(17),903,-,2,3,-,0.7,81.9,0.5,-,6.46
2017,264,Moussa Sissoko,Tottenham,30,  M(CR),15(18),1396,1,1,3,-,0.6,83.5,0.5,-,6.46
2018,142,Moussa Sissoko,Tottenham,30,  M(CR),27(2),2337,-,3,2,-,0.5,86.7,0.8,-,6.75
2019,188,Moussa Sissoko,Tottenham,30,  M(CR),11,967,-,1,3,-,0.6,88.7,1.1,-,6.56
2014,210,Muhamed Besic,Everton,27,  DMC,15(8),1286,-,-,8,-,0.8,87.1,0.4,-,6.73
2014,112,Nabil Bentaleb,Tottenham,24,  M(C),25(1),2195,-,2,8,-,1,86.8,1.4,1,7.02
2018,146,Naby Keita,Liverpool,24,  M(C),16(9),1394,2,1,-,-,1.1,88.5,0.4,-,6.74
2014,159,Nacer Chadli,Tottenham,30,  M(CLR),28(7),2417,11,5,3,-,1.5,83.3,0.8,1,6.9
2015,282,Nacer Chadli,Tottenham,30,  M(CLR),10(19),938,3,2,1,-,0.9,82.5,0.6,-,6.39
2016,193,Nacer Chadli,West Bromwich Albion,30,  M(CLR),27(4),2150,5,5,2,-,1.5,80.4,0.6,-,6.68
2014,22,Nacho Monreal,Arsenal,33,  D(CL)M(L),26(2),2311,-,1,3,-,0.1,85.6,2.8,-,7.33
2015,25,Nacho Monreal,Arsenal,33,  D(CL)M(L),36(1),3248,-,3,1,-,0.3,85.5,1.9,1,7.26
2016,91,Nacho Monreal,Arsenal,33,  D(CL)M(L),35(1),3153,-,2,5,-,0.3,85.6,1.6,-,6.98
2017,35,Nacho Monreal,Arsenal,33,  D(CL)M(L),26(2),2244,5,2,3,-,0.8,89.5,2.2,2,7.13
2018,66,Nacho Monreal,Arsenal,33,  D(CL)M(L),21(1),1861,1,3,5,-,0.3,87.6,1.6,-,6.97
2018,261,Nampalys Mendy,Leicester,27,  M(C),23(8),2089,-,-,5,-,0.1,88.8,0.3,-,6.37
2015,54,Nathan Aké,Watford,24,  D(CL)DMC,20(4),1875,1,-,4,1,0.7,72.7,1.5,1,7.15
2017,100,Nathan Aké,Bournemouth,24,  D(CL)DMC,37(1),3354,2,3,5,-,0.5,83.9,2.8,-,6.88
2018,108,Nathan Aké,Bournemouth,24,  D(CL)DMC,38,3412,4,-,3,-,0.7,86,2.3,1,6.86
2019,80,Nathan Aké,Bournemouth,24,  D(CL)DMC,11,990,1,1,1,-,0.9,87.4,1.4,-,6.94
2014,262,Nathan Dyer,Swansea,31,  M(LR),23(9),1868,3,2,2,-,0.5,84.7,0.3,1,6.54
2017,287,Nathan Dyer,Swansea,31,  M(LR),16(8),1313,-,-,2,-,0.4,81.1,0.2,-,6.28
2015,192,Nathan Redmond,Norwich,25,  AM(CLR)FW,24(11),2339,6,3,-,-,1.5,77.5,0.2,3,6.75
2016,93,Nathan Redmond,Southampton,25,  AM(CLR)FW,32(5),2909,7,1,2,1,2.2,82.7,0.4,3,6.97
2017,207,Nathan Redmond,Southampton,25,  AM(CLR)FW,22(9),1947,1,3,3,-,1.4,76.7,0.1,2,6.64
2018,88,Nathan Redmond,Southampton,25,  AM(CLR)FW,36(2),3278,6,4,3,-,1.9,75.4,0.7,3,6.91
2019,141,Nathan Redmond,Southampton,25,  AM(CLR)FW,9,799,1,-,-,-,2.2,73.9,0.9,1,6.69
2014,102,Nathaniel Clyne,Southampton,28,  D(LR)M(R),35,3147,2,-,4,-,0.5,78.5,0.4,2,7.04
2015,174,Nathaniel Clyne,Liverpool,28,  D(LR)M(R),33,2970,1,-,6,-,0.9,78.6,0.3,-,6.79
2016,153,Nathaniel Clyne,Liverpool,28,  D(LR)M(R),37,3324,-,2,-,-,0.7,83.3,0.4,-,6.8
2018,98,Nathaniel Mendez-Laing,Cardiff,27,  AM(R),11(9),987,4,1,-,-,1,62,1.2,-,6.88
2019,107,Neal Maupay,Brighton,23,  FW,9(2),785,4,-,1,-,3.3,82.1,0.7,-,6.82
2014,198,Nedum Onuoha,Queens Park Rangers,32,  D(CR),22(1),1928,-,-,2,1,0.4,71.7,1.9,-,6.77
2018,152,Neil Etheridge,Cardiff,29,  GK,38,3420,-,-,2,-,-,32.3,0.2,3,6.72
2014,143,Neil Taylor,Swansea,30,  D(L)M(L),34,3000,-,2,9,-,0.1,83.6,0.8,-,6.95
2015,254,Neil Taylor,Swansea,30,  D(L)M(L),33(1),2947,-,1,4,-,0.3,78.2,0.8,-,6.57
2019,213,Neil Taylor,Aston Villa,30,  D(L)M(L),6(1),568,-,-,1,-,0.3,80.7,0.7,-,6.43
2014,11,Nemanja Matic,Chelsea,31,  DMC,35(1),3124,1,3,10,1,0.8,86.4,2.1,6,7.5
2015,104,Nemanja Matic,Chelsea,31,  DMC,28(5),2421,2,2,4,1,1,88.1,1.1,-,6.98
2016,79,Nemanja Matic,Chelsea,31,  DMC,30(5),2697,1,7,4,-,0.6,87.7,1.1,1,7.01
2017,28,Nemanja Matic,Manchester United,31,  DMC,35(1),3119,1,1,6,-,0.5,87.7,1.6,-,7.2
2018,138,Nemanja Matic,Manchester United,31,  DMC,28,2441,1,-,6,1,0.4,86.9,2,-,6.76
2015,6,N'Golo Kanté,Leicester,28,  DMC,33(4),3020,1,4,3,-,0.6,81.6,1,3,7.61
2016,34,N'Golo Kanté,Chelsea,28,  DMC,35,3139,1,1,9,-,0.8,88.8,0.5,1,7.23
2017,24,N'Golo Kanté,Chelsea,28,  DMC,34,2998,1,1,3,-,0.7,89.3,0.5,1,7.25
2018,84,N'Golo Kanté,Chelsea,28,  DMC,36,3096,4,4,3,-,0.8,87.9,0.8,1,6.93
2017,83,Nick Pope,Burnley,27,  GK,34(1),3114,-,-,3,-,-,39,0.3,-,6.93
2019,164,Nick Pope,Burnley,27,  GK,11,990,-,-,-,-,-,38,0.5,-,6.64
2015,12,Nicolás Otamendi,Manchester City,31,  D(C),30,2672,1,-,9,-,0.9,84.1,3,4,7.47
2016,11,Nicolás Otamendi,Manchester City,31,  D(C),29(1),2592,1,1,9,-,0.5,88.2,3.9,2,7.49
