Season,Number,Player,Team,Apps,Min,Goals,Assists,xG,xGdiff,xA,xAdiff,xG90,xA90
2014,408,Juan Cuadrado,Chelsea,12,302,0,0,1.75,1.75,0.29,0.29,0.52,0.09
2014,25,Juan Mata,Manchester United,33,2318,9,4,6.6,-2.4,4.97,0.97,0.26,0.19
2014,264,Julian Speroni,Crystal Palace,36,3207,0,0,0,,0,,0,0
2014,460,Junior Hoilett,Queens Park Rangers,22,868,0,0,0.8,0.8,1.09,1.09,0.08,0.11
2014,451,Jussi Jääskeläinen,West Ham,1,26,0,0,0,,0,,0,0
2014,459,Karl Henry,Queens Park Rangers,33,2507,0,0,0.3,0.3,0.44,0.44,0.01,0.02
2014,326,Kasper Schmeichel,Leicester,24,2160,0,0,0,,0.08,0.08,0,0
2014,381,Kelvin Davis,Southampton,7,617,0,0,0,,0,,0,0
2014,398,Kenji Gorré,Swansea,1,5,0,0,0,,0,,0,0
2014,520,Kevin Doyle,Crystal Palace,3,30,0,0,0,,0,,0,0
2014,433,Kevin Long,Burnley,1,20,0,0,0,,0,,0,0
2014,31,Kevin Mirallas,Everton,29,1430,7,1,4.72,-2.28,1.59,0.59,0.3,0.1
2014,226,Kevin Nolan,West Ham,29,1742,1,1,3.66,2.66,0.93,-0.07,0.19,0.05
2014,27,Ki Sung-yueng,Swansea,33,2692,8,1,4.33,-3.67,1.26,0.26,0.14,0.04
2014,269,Kieran Gibbs,Arsenal,22,1657,0,3,1.08,1.08,1.82,-1.18,0.06,0.1
2014,364,Kieran Richardson,Aston Villa,22,1349,0,1,0.76,0.76,1.14,0.14,0.05,0.08
2014,296,Kieran Trippier,Burnley,38,3418,0,4,0.46,0.46,6.79,2.79,0.01,0.18
2014,250,Kolo Touré,Liverpool,12,708,0,0,0.02,0.02,0.14,0.14,0,0.02
2014,376,Kurt Zouma,Chelsea,15,633,0,0,0.02,0.02,0.03,0.03,0,0
2014,383,Kyle Bartley,Swansea,7,630,0,0,0.19,0.19,0,,0.03,0
2014,317,Kyle Naughton,"Swansea, Tottenham",15,1189,0,1,0.04,0.04,0.4,-0.6,0,0.03
2014,293,Kyle Walker,Tottenham,15,1309,0,0,0.16,0.16,0.92,0.92,0.01,0.06
2014,97,Laurent Koscielny,Arsenal,27,2289,3,0,1.27,-1.73,0.12,0.12,0.05,0
2014,168,Lazar Markovic,Liverpool,19,932,2,1,1.88,-0.12,1.46,0.46,0.18,0.14
2014,305,Leandro Bacuna,Aston Villa,19,970,0,5,1,1,1.85,-3.15,0.09,0.17
2014,195,Lee Cattermole,Sunderland,28,2367,1,0,0.23,-0.77,1.06,1.06,0.01,0.04
2014,267,Lee Chung-yong,Crystal Palace,3,86,0,0,0.1,0.1,0,,0.1,0
2014,128,Leighton Baines,Everton,31,2775,2,9,2.97,0.97,6.35,-2.65,0.1,0.21
2014,341,Leon Britton,Swansea,9,541,0,0,0,,0.02,0.02,0,0
2014,151,Leon Osman,Everton,21,1262,2,2,2.72,0.72,1.54,-0.46,0.19,0.11
2014,15,Leonardo Ulloa,Leicester,37,2434,11,3,8.92,-2.08,3.79,0.79,0.33,0.14
2014,46,Leroy Fer,Queens Park Rangers,29,2375,6,2,5.12,-0.88,3.59,1.59,0.19,0.14
2014,245,Lewis Holtby,Tottenham,1,28,0,0,0.05,0.05,0,,0.15,0
2014,384,Liam Bridcutt,Sunderland,18,889,0,2,0.05,0.05,0.74,-1.26,0.01,0.07
2014,517,Liam Moore,Leicester,11,934,0,0,0.78,0.78,0.01,0.01,0.08,0
2014,499,Liam Rosenior,Hull,13,568,0,1,0.07,0.07,0.81,-0.19,0.01,0.13
2014,437,Lloyd Isgrove,Southampton,1,6,0,0,0,,0,,0,0
2014,33,Loïc Remy,"Chelsea, Queens Park Rangers",21,839,7,0,4.66,-2.34,0.61,0.61,0.5,0.06
2014,249,Lucas Leiva,Liverpool,20,1321,0,0,0.6,0.6,0.42,0.42,0.04,0.03
2014,422,Lukas Jutkiewicz,Burnley,25,964,0,2,2.71,2.71,2.16,0.16,0.25,0.2
2014,450,Lukas Podolski,Arsenal,7,83,0,0,0.91,0.91,0.35,0.35,0.99,0.38
2014,312,Lukasz Fabianski,Swansea,37,3310,0,0,0,,0,,0,0
2014,483,Luke Garbutt,Everton,4,285,0,0,0.06,0.06,0.2,0.2,0.02,0.06
2014,392,Luke Shaw,Manchester United,16,1131,0,0,0.14,0.14,1.28,1.28,0.01,0.1
2014,252,Mamadou Sakho,Liverpool,16,1419,0,0,0.11,0.11,0.12,0.12,0.01,0.01
2014,17,Mame Biram Diouf,Stoke,34,2451,11,3,11.65,0.65,3.47,0.47,0.43,0.13
2014,142,Marc Albrighton,Leicester,18,1011,2,3,1.39,-0.61,3.89,0.89,0.12,0.35
2014,351,Marc Muniesa,Stoke,19,1381,0,0,0.13,0.13,0.1,0.1,0.01,0.01
2014,379,Marc Wilson,Stoke,27,2127,0,0,0.26,0.26,0.24,0.24,0.01,0.01
2014,197,Marcin Wasilewski,Leicester,25,1985,1,1,1.42,0.42,0.89,-0.11,0.06,0.04
2014,271,Marcos Rojo,Manchester United,22,1767,0,0,1.53,1.53,0.34,0.34,0.08,0.02
2014,231,Mario Balotelli,Liverpool,16,936,1,0,5.24,4.24,0.43,0.43,0.5,0.04
2014,125,Mark Noble,West Ham,28,2321,2,3,2.42,0.42,3.1,0.1,0.09,0.12
2014,329,Mark Schwarzer,Leicester,6,540,0,0,0,,0,,0,0
2014,211,Marko Arnautovic,Stoke,29,1930,1,5,3.12,2.12,3.51,-1.49,0.15,0.16
2014,153,Marouane Chamakh,Crystal Palace,18,1163,2,0,2.01,0.01,0.68,0.68,0.16,0.05
2014,44,Marouane Fellaini,Manchester United,27,1824,6,0,5.31,-0.69,1.15,1.15,0.26,0.06
2014,181,Martín Demichelis,Manchester City,31,2554,1,0,0.38,-0.62,0.26,0.26,0.01,0.01
2014,266,Martin Kelly,Crystal Palace,31,2503,0,1,0.19,0.19,0.81,-0.19,0.01,0.03
2014,178,Martin Skrtel,Liverpool,33,2970,1,0,1,,0.44,0.44,0.03,0.01
2014,340,Marvin Emnes,Swansea,17,488,0,0,0.88,0.88,0.8,0.8,0.16,0.15
2014,505,Marvin Sordell,Burnley,14,271,0,0,0.16,0.16,0.13,0.13,0.05,0.04
2014,378,Massadio Haidara,Newcastle United,15,1092,0,1,0.11,0.11,0.34,-0.66,0.01,0.03
2014,221,Mathieu Debuchy,Arsenal,10,811,1,0,0.82,-0.18,0.4,0.4,0.09,0.04
2014,213,Mathieu Flamini,Arsenal,23,1455,1,1,1.01,0.01,0.19,-0.81,0.06,0.01
2014,401,Matt Grimes,Swansea,3,38,0,0,0,,0.14,0.14,0,0.33
2014,114,Matt Phillips,Queens Park Rangers,25,1827,3,8,3.09,0.09,3.04,-4.96,0.15,0.15
2014,358,Matt Targett,Southampton,6,221,0,0,0.04,0.04,0.04,0.04,0.01,0.02
2014,484,Matt Upson,Leicester,5,382,0,0,0.06,0.06,0.03,0.03,0.01,0.01
2014,485,Matthew James,Leicester,27,1884,0,1,1.73,1.73,2.2,1.2,0.08,0.1
2014,334,Matthew Jarvis,West Ham,11,409,0,0,0.38,0.38,1.03,1.03,0.08,0.23
2014,417,Matthew Lowton,Aston Villa,12,749,0,0,0.1,0.1,0.43,0.43,0.01,0.05
2014,501,Matthew Taylor,Burnley,10,576,0,1,1.94,1.94,0.91,-0.09,0.3,0.14
2014,415,Mauricio Isla,Queens Park Rangers,26,2128,0,2,0.3,0.3,2.83,0.83,0.01,0.12
2014,157,Mauro Zárate,"Queens Park Rangers, West Ham",11,481,2,1,0.72,-1.28,0.43,-0.57,0.13,0.08
2014,209,Maya Yoshida,Southampton,22,1688,1,1,1.73,0.73,0.33,-0.67,0.09,0.02
2014,469,Maynor Figueroa,Hull,3,213,0,0,0.02,0.02,0.04,0.04,0.01,0.02
2014,464,Mehdi Abeid,Newcastle United,13,654,0,0,0.42,0.42,0.02,0.02,0.06,0
2014,70,Mesut Özil,Arsenal,22,1861,4,5,3.86,-0.14,6.66,1.66,0.19,0.32
2014,185,Michael Carrick,Manchester United,18,1460,1,2,0.29,-0.71,1.7,-0.3,0.02,0.1
2014,230,Michael Dawson,Hull,28,2436,1,0,0.88,-0.12,0.31,0.31,0.03,0.01
2014,479,Michael Doughty,Queens Park Rangers,3,44,0,0,0,,0.14,0.14,0,0.29
2014,475,Michael Duff,Burnley,21,1812,0,0,0.11,0.11,0.77,0.77,0.01,0.04
2014,418,Michael Keane,"Burnley, Manchester United",22,1632,0,1,1.33,1.33,0.21,-0.79,0.07,0.01
2014,227,Michael Kightly,Burnley,17,959,1,2,1.54,0.54,1.13,-0.87,0.14,0.11
2014,295,Michel Vorm,Tottenham,4,357,0,0,0,,0.03,0.03,0,0.01
2014,368,Mikael Mandron,Sunderland,1,2,0,0,0.11,0.11,0,,4.89,0
2014,222,Mike Williamson,Newcastle United,31,2413,1,1,1.36,0.36,0.87,-0.13,0.05,0.03
2014,385,Mikel Arteta,Arsenal,7,451,0,1,0.04,0.04,0.07,-0.93,0.01,0.01
2014,55,Mile Jedinak,Crystal Palace,24,2092,5,3,3.9,-1.1,0.99,-2.01,0.17,0.04
2014,318,Modou Barrow,Swansea,11,266,0,1,0.04,0.04,0.8,-0.2,0.02,0.27
2014,94,Mohamed Diamé,"Hull, West Ham",15,937,4,0,1.21,-2.79,0.17,0.17,0.12,0.02
2014,413,Mohamed Salah,Chelsea,3,23,0,0,0.5,0.5,0.03,0.03,1.97,0.1
2014,116,Morgan Amalfitano,West Ham,24,1174,3,1,2.62,-0.38,1,,0.2,0.08
2014,76,Morgan Schneiderlin,Southampton,26,2183,4,1,2.39,-1.61,1.56,0.56,0.1,0.06
2014,183,Mousa Dembélé,Tottenham,26,1122,1,1,1.15,0.15,0.76,-0.24,0.09,0.06
2014,85,Moussa Sissoko,Newcastle United,34,3037,4,2,3.95,-0.05,4.65,2.65,0.12,0.14
2014,365,Muhamed Besic,Everton,23,1293,0,0,0.4,0.4,0.45,0.45,0.03,0.03
2014,369,Nabil Bentaleb,Tottenham,26,2195,0,2,1.15,1.15,1.76,-0.24,0.05,0.07
2014,14,Nacer Chadli,Tottenham,35,2423,11,5,6.87,-4.13,3.94,-1.06,0.26,0.15
2014,256,Nacho Monreal,Arsenal,28,2308,0,1,0.3,0.3,1.38,0.38,0.01,0.05
2014,531,Nani,Manchester United,1,41,0,0,0,,0,,0,0
2014,275,Nathan Aké,Chelsea,1,14,0,0,0,,0,,0,0
2014,399,Nathan Baker,Aston Villa,11,761,0,0,0.31,0.31,0.23,0.23,0.04,0.03
2014,110,Nathan Dyer,Swansea,32,1879,3,2,2.02,-0.98,2.24,0.24,0.1,0.11
2014,424,Nathaniel Chalobah,Burnley,4,59,0,0,0.02,0.02,0,,0.03,0
2014,132,Nathaniel Clyne,Southampton,35,3148,2,0,0.94,-1.06,2.09,2.09,0.03,0.06
2014,457,Nedum Onuoha,Queens Park Rangers,23,1928,0,0,1.37,1.37,0.35,0.35,0.06,0.02
2014,316,Neil Taylor,Swansea,34,3004,0,2,0.08,0.08,1.79,-0.21,0,0.05
2014,236,Nélson Oliveira,Swansea,10,392,1,0,0.94,-0.06,0.17,0.17,0.22,0.04
2014,191,Nemanja Matic,Chelsea,36,3124,1,3,2.8,1.8,2.38,-0.62,0.08,0.07
2014,481,Nenê,West Ham,8,115,0,0,0.36,0.36,0.45,0.45,0.28,0.35
2014,406,Nick Powell,Leicester,3,36,0,0,0.05,0.05,0,,0.13,0
2014,30,Nikica Jelavic,Hull,26,1815,8,1,4.89,-3.11,0.86,-0.14,0.24,0.04
2014,166,Niko Kranjcar,Queens Park Rangers,22,1108,2,1,1.91,-0.09,1.73,0.73,0.16,0.14
2014,400,Oliver Shenton,Stoke,1,1,0,0,0,,0,,0,0
2014,6,Olivier Giroud,Arsenal,27,1871,14,3,8.85,-5.15,3.86,0.86,0.43,0.19
2014,45,Oscar,Chelsea,28,2072,6,8,6.54,0.54,5.22,-2.78,0.28,0.23
2014,513,Oussama Assaidi,Stoke,9,202,0,1,0.28,0.28,0.18,-0.82,0.13,0.08
2014,179,Pablo Zabaleta,Manchester City,29,2590,1,4,1.36,0.36,3.76,-0.24,0.05,0.13
2014,273,Paddy McNair,Manchester United,16,1023,0,0,0.31,0.31,0.24,0.24,0.03,0.02
2014,263,Pape Souaré,Crystal Palace,9,603,0,0,0.04,0.04,1.76,1.76,0.01,0.26
2014,16,Papiss Demba Cissé,Newcastle United,22,1137,11,1,8.96,-2.04,0.33,-0.67,0.71,0.03
2014,323,Patrick van Aanholt,Sunderland,28,2301,0,5,1.32,1.32,4.81,-0.19,0.05,0.19
2014,344,Paul Dummett,Newcastle United,25,2111,0,0,1.64,1.64,1.22,1.22,0.07,0.05
2014,243,Paul Konchesky,Leicester,26,2264,1,1,0.19,-0.81,0.56,-0.44,0.01,0.02
2014,238,Paul McShane,Hull,20,1694,1,0,1.1,0.1,0.05,0.05,0.06,0
2014,486,Paulinho,Tottenham,15,461,0,1,0.43,0.43,0.98,-0.02,0.08,0.19
2014,387,Paulo Gazzaniga,Southampton,2,180,0,0,0,,0,,0,0
2014,260,Per Mertesacker,Arsenal,35,3150,0,1,0.82,0.82,0.24,-0.76,0.02,0.01
2014,29,Peter Crouch,Stoke,33,1648,8,2,6.73,-1.27,1.88,-0.12,0.37,0.1
2014,391,Peter Odemwingie,Stoke,7,176,0,0,0.03,0.03,0.31,0.31,0.01,0.16
2014,254,Petr Cech,Chelsea,7,607,0,0,0,,0,,0,0
2014,348,Phil Bardsley,Stoke,25,2079,0,1,0.66,0.66,1.61,0.61,0.03,0.07
2014,77,Phil Jagielka,Everton,37,3295,4,0,2.39,-1.61,0.07,0.07,0.07,0
2014,380,Phil Jones,Manchester United,22,1881,0,0,0.19,0.19,0.26,0.26,0.01,0.01
2014,349,Philipp Wollscheid,Stoke,12,1006,0,0,0.22,0.22,0.13,0.13,0.02,0.01
2014,52,Philippe Coutinho,Liverpool,35,2810,5,5,4.38,-0.62,5.53,0.53,0.14,0.18
2014,504,Philippe Senderos,Aston Villa,8,631,0,0,0.65,0.65,0.02,0.02,0.09,0
2014,447,Rafael,Manchester United,10,587,0,1,0.08,0.08,0.6,-0.4,0.01,0.09
2014,32,Raheem Sterling,Liverpool,35,3059,7,7,8.79,1.79,6.04,-0.96,0.26,0.18
2014,156,Ramires,Chelsea,23,1089,2,4,1.87,-0.13,2.08,-1.92,0.15,0.17
2014,442,Ravel Morrison,West Ham,1,31,0,0,0,,0,,0,0
2014,438,Reece Burke,West Ham,5,417,0,0,0.17,0.17,0.07,0.07,0.04,0.01
2014,489,Reece Grego-Cox,Queens Park Rangers,4,134,0,0,0.31,0.31,0,,0.21,0
2014,234,Rémy Cabella,Newcastle United,31,1960,1,2,3.09,2.09,2.11,0.11,0.14,0.1
2014,410,Ricardo Álvarez,Sunderland,13,490,0,0,0.29,0.29,0.75,0.75,0.05,0.14
2014,521,Ricardo Vaz Te,West Ham,4,225,0,0,1.08,1.08,0.23,0.23,0.43,0.09
2014,488,Richard Dunne,Queens Park Rangers,23,1886,0,0,1.05,1.05,0.08,0.08,0.05,0
2014,146,Rickie Lambert,Liverpool,25,798,2,2,1.84,-0.16,0.84,-1.16,0.21,0.1
2014,477,Rio Ferdinand,Queens Park Rangers,11,990,0,0,0,,0,,0,0
2014,382,Ritchie de Laet,Leicester,26,1881,0,1,0.05,0.05,1.15,0.15,0,0.06
2014,83,Riyad Mahrez,Leicester,30,2091,4,3,4.92,0.92,6.06,3.06,0.21,0.26
2014,332,Robbie Brady,Hull,27,1750,0,2,1.18,1.18,4.28,2.28,0.06,0.22
2014,330,Robert Elliot,Newcastle United,3,227,0,0,0,,0.05,0.05,0,0.02
2014,455,Robert Green,Queens Park Rangers,36,3183,0,0,0,,0.06,0.06,0,0
2014,196,Robert Huth,"Leicester, Stoke",15,1186,1,0,1.17,0.17,0,,0.09,0
2014,428,Robert Snodgrass,Hull,1,39,0,0,0,,0,,0,0
2014,232,Roberto Soldado,Tottenham,24,776,1,1,3.39,2.39,1.2,0.2,0.39,0.14
2014,24,Robin van Persie,Manchester United,27,2126,10,2,11.6,1.6,2.99,0.99,0.49,0.13
2014,214,Rolando Aarons,Newcastle United,4,121,1,0,0.34,-0.66,0.08,0.08,0.26,0.06
2014,19,Romelu Lukaku,Everton,36,2880,10,5,12.43,2.43,2.35,-2.65,0.39,0.07
2014,480,Ron Vlaar,Aston Villa,20,1644,0,1,1.15,1.15,0.62,-0.38,0.06,0.03
2014,130,Ross Barkley,Everton,29,1967,2,2,3.76,1.76,2.57,0.57,0.17,0.12
2014,241,Ross Wallace,Burnley,15,206,1,0,0.56,-0.44,1.29,1.29,0.24,0.56
2014,310,Ruben Loftus-Cheek,Chelsea,3,139,0,0,0.02,0.02,0.08,0.08,0.01,0.05
2014,394,Rushian Hepburn-Murphy,Aston Villa,1,5,0,0,0,,0,,0,0
2014,148,Ryan Bertrand,Southampton,34,3057,2,2,0.98,-1.02,3.74,1.74,0.03,0.11
2014,184,Ryan Mason,Tottenham,31,2342,1,4,2.92,1.92,2.61,-1.39,0.11,0.1
2014,402,Ryan Seager,Southampton,1,1,0,0,0,,0.08,0.08,0,7.02
2014,150,Ryan Shawcross,Stoke,32,2831,2,1,2.28,0.28,1.25,0.25,0.07,0.04
2014,465,Ryan Taylor,Newcastle United,14,909,0,1,0.69,0.69,0.83,-0.17,0.07,0.08
2014,22,Sadio Mané,Southampton,30,2142,10,3,8.55,-1.45,3.98,0.98,0.36,0.17
2014,8,Saido Berahino,West Bromwich Albion,38,2940,14,1,13.84,-0.16,1.96,0.96,0.42,0.06
2014,421,Sam Vokes,Burnley,15,557,0,0,1.45,1.45,0.15,0.15,0.23,0.02
2014,149,Samir Nasri,Manchester City,24,1596,2,6,2.48,0.48,4.47,-1.53,0.14,0.25
2014,169,Sammy Ameobi,Newcastle United,25,1416,2,2,0.99,-1.01,1.88,-0.12,0.06,0.12
2014,118,Samuel Eto'o,Everton,14,765,3,1,2.37,-0.63,1.01,0.01,0.28,0.12
2014,207,Sandro,Queens Park Rangers,17,1240,1,0,0.67,-0.33,0.13,0.13,0.05,0.01
2014,39,Santiago Cazorla,Arsenal,37,2999,7,11,10.59,3.59,9.76,-1.24,0.32,0.29
2014,443,Santiago Vergini,Sunderland,31,2638,0,0,1.09,1.09,0.16,0.16,0.04,0.01
2014,162,Scott Arfield,Burnley,37,3210,2,1,3.17,1.17,2.06,1.06,0.09,0.06
2014,122,Scott Dann,Crystal Palace,34,2926,2,3,1.25,-0.75,3.09,0.09,0.04,0.09
2014,190,Scott Sinclair,"Aston Villa, Manchester City",11,458,1,0,1,,0.11,0.11,0.2,0.02
2014,99,Seamus Coleman,Everton,35,3062,3,2,2.01,-0.99,2.73,0.73,0.06,0.08
2014,522,Sebastián Blanco,West Bromwich Albion,3,30,0,0,0.04,0.04,0,,0.12,0
2014,374,Sebastián Coates,Sunderland,10,821,0,0,0.37,0.37,0.06,0.06,0.04,0.01
2014,107,Sebastian Larsson,Sunderland,36,3079,3,3,2.72,-0.28,3.49,0.49,0.08,0.1
2014,361,Sébastien Pocognoli,West Bromwich Albion,15,1228,0,0,0.11,0.11,1.17,1.17,0.01,0.09
2014,1,Sergio Agüero,Manchester City,33,2551,26,8,25.27,-0.73,5.57,-2.43,0.89,0.2
2014,61,Shane Long,Southampton,32,1522,5,5,4.04,-0.96,2.74,-2.26,0.24,0.16
2014,461,Shaun Wright-Phillips,Queens Park Rangers,4,127,0,0,0.02,0.02,0.02,0.02,0.01,0.01
2014,360,Shay Given,Aston Villa,3,270,0,0,0,,0,,0,0
2014,482,Shola Ameobi,Crystal Palace,4,32,0,0,0.02,0.02,0,,0.06,0
2014,200,Siem de Jong,Newcastle United,4,143,1,0,0.47,-0.53,0.4,0.4,0.3,0.25
2014,235,Silvestre Varela,West Bromwich Albion,7,330,1,0,0.98,-0.02,0.36,0.36,0.27,0.1
2014,253,Simon Mignolet,Liverpool,36,3225,0,0,0,,0.02,0.02,0,0
2014,240,Sone Aluko,Hull,25,1245,1,0,1.75,0.75,1.06,1.06,0.13,0.08
2014,206,Stéphane Sessegnon,West Bromwich Albion,28,1768,1,3,2.13,1.13,2.78,-0.22,0.11,0.14
2014,353,Stephen Ireland,Stoke,17,934,0,3,1.12,1.12,1.22,-1.78,0.11,0.12
2014,239,Stephen Quinn,Hull,28,1641,1,3,1.26,0.26,2.14,-0.86,0.07,0.12
2014,419,Stephen Ward,Burnley,9,623,0,0,0.02,0.02,0.27,0.27,0,0.04
2014,64,Stevan Jovetic,Manchester City,17,791,5,3,3.33,-1.67,1.81,-1.19,0.38,0.21
2014,470,Steve Harper,Hull,10,852,0,0,0,,0,,0,0
2014,393,Steve Sidwell,Stoke,12,438,0,0,0.16,0.16,0.03,0.03,0.03,0.01
2014,219,Steven Caulker,Queens Park Rangers,35,3019,1,0,2.94,1.94,1.18,1.18,0.09,0.04
2014,357,Steven Davis,Southampton,35,2668,0,2,3.12,3.12,3.7,1.7,0.11,0.12
2014,63,Steven Fletcher,Sunderland,30,1782,5,2,6.64,1.64,2.05,0.05,0.34,0.1
2014,26,Steven Gerrard,Liverpool,28,2239,9,1,7.11,-1.89,3.21,2.21,0.29,0.13
2014,47,Steven Naismith,Everton,31,2051,6,0,3.95,-2.05,1.94,1.94,0.17,0.09
2014,115,Steven N'Zonzi,Stoke,38,3381,3,1,2.54,-0.46,1.79,0.79,0.07,0.05
2014,373,Steven Pienaar,Everton,9,309,0,2,0.3,0.3,0.33,-1.67,0.09,0.1
2014,474,Steven Reid,Burnley,7,108,0,0,0,,0,,0,0
2014,199,Steven Taylor,Newcastle United,10,655,1,0,0.42,-0.58,0,,0.06,0
2014,49,Stewart Downing,West Ham,37,3315,6,8,4.14,-1.86,6.63,-1.37,0.11,0.18
2014,529,Stuart O'Keefe,Crystal Palace,2,88,0,0,0,,0.02,0.02,0,0.02
2014,339,Sylvain Distin,Everton,13,1081,0,0,0.06,0.06,0.1,0.1,0,0.01
2014,54,Theo Walcott,Arsenal,14,427,5,0,5.35,0.35,0.4,0.4,1.13,0.08
2014,307,Thibaut Courtois,Chelsea,32,2813,0,0,0,,0.22,0.22,0,0.01
2014,281,Tim Howard,Everton,32,2845,0,0,0,,0.02,0.02,0,0
2014,389,Tim Krul,Newcastle United,30,2700,0,1,0,,0.26,-0.74,0,0.01
2014,182,Toby Alderweireld,Southampton,26,2264,1,0,0.93,-0.07,0.7,0.7,0.04,0.03
2014,297,Tom Carroll,Swansea,13,694,0,0,0.17,0.17,0.64,0.64,0.02,0.08
2014,100,Tom Cleverley,"Aston Villa, Manchester United",32,2633,3,0,1.79,-1.21,1.35,1.35,0.06,0.05
2014,416,Tom Heaton,Burnley,38,3420,0,0,0,,0.07,0.07,0,0
2014,429,Tom Huddlestone,Hull,31,2552,0,2,0.94,0.94,1.15,-0.85,0.03,0.04
2014,494,Tom Ince,Hull,7,302,0,0,0.8,0.8,0.04,0.04,0.24,0.01
2014,498,Tom Lawrence,Leicester,3,47,0,0,0.23,0.23,0,,0.45,0
2014,525,Tom Thorpe,Manchester United,1,1,0,0,0,,0,,0,0
2014,167,Tomas Rosicky,Arsenal,15,562,2,1,0.97,-1.03,1.54,0.54,0.16,0.25
2014,396,Tony Hibbert,Everton,4,336,0,0,0.02,0.02,0,,0.01,0
2014,388,Tyias Browning,Everton,2,24,0,0,0,,0.03,0.03,0,0.12
2014,500,Tyler Blackett,Manchester United,11,644,0,0,0,,0,,0,0
2014,528,Valentin Roberge,Sunderland,1,90,0,0,0.28,0.28,0,,0.28,0
2014,112,Victor Anichebe,West Bromwich Albion,21,1019,3,1,1.85,-1.15,1.33,0.33,0.16,0.12
2014,98,Victor Moses,Stoke,19,1473,3,3,4.52,1.52,2.32,-0.68,0.28,0.14
2014,431,Víctor Valdés,Manchester United,2,105,0,0,0,,0,,0,0
2014,113,Victor Wanyama,Southampton,32,2367,3,1,1.72,-1.28,0.93,-0.07,0.07,0.04
2014,284,Vincent Kompany,Manchester City,25,2035,0,0,0.33,0.33,0.86,0.86,0.01,0.04
2014,320,Vito Mannone,Sunderland,10,900,0,0,0,,0.04,0.04,0,0
2014,414,Vlad Chiriches,Tottenham,10,712,0,0,0.01,0.01,0.36,0.36,0,0.05
2014,331,Vurnon Anita,Newcastle United,19,1291,0,0,0.14,0.14,0.24,0.24,0.01,0.02
2014,261,Wayne Hennessey,Crystal Palace,3,213,0,0,0,,0,,0,0
2014,11,Wayne Rooney,Manchester United,33,2887,12,5,8.9,-3.1,3.98,-1.02,0.28,0.12
2014,105,Wayne Routledge,Swansea,29,2327,3,1,3.86,0.86,2.31,1.31,0.15,0.09
2014,375,Wes Brown,Sunderland,25,1998,0,0,0.27,0.27,0.25,0.25,0.01,0.01
2014,141,Wes Morgan,Leicester,37,3293,2,2,2.28,0.28,0.92,-1.08,0.06,0.03
2014,13,Wilfried Bony,"Manchester City, Swansea",30,1604,11,3,10.45,-0.55,3.51,0.51,0.59,0.2
2014,73,Wilfried Zaha,Crystal Palace,31,1989,4,2,4.76,0.76,2.19,0.19,0.22,0.1
2014,506,William Buckley,Sunderland,22,858,0,2,0.18,0.18,1.46,-0.54,0.02,0.15
2014,140,Willian,Chelsea,36,2439,2,3,4.23,2.23,5.78,2.78,0.16,0.21
2014,286,Willy Caballero,Manchester City,2,180,0,0,0,,0,,0,0
2014,173,Winston Reid,West Ham,30,2497,1,0,1.24,0.24,1.22,1.22,0.04,0.04
2014,412,Wojciech Szczesny,Arsenal,17,1501,0,0,0,,0,,0,0
2014,72,Yannick Bolasie,Crystal Palace,34,2788,4,6,4.84,0.84,5.13,-0.87,0.16,0.17
2014,487,Yannick Sagbo,Hull,4,45,0,0,0,,0.06,0.06,0,0.13
2014,463,Yaya Sanogo,"Arsenal, Crystal Palace",13,452,0,0,1.79,1.79,0.2,0.2,0.36,0.04
2014,23,Yaya Touré,Manchester City,29,2358,10,1,7.11,-2.89,3.24,2.24,0.27,0.12
2014,154,Yoan Gouffran,Newcastle United,31,1991,2,1,1.55,-0.45,1.59,0.59,0.07,0.07
2014,324,Younes Kaboul,Tottenham,11,990,0,0,0.91,0.91,0.31,0.31,0.08,0.03
2014,333,Youssouf Mulumbu,West Bromwich Albion,17,900,0,0,0.48,0.48,0.3,0.3,0.05,0.03
2014,458,Yun Suk-Young,Queens Park Rangers,23,1721,0,0,0.59,0.59,0.36,0.36,0.03,0.02
2015,129,Aaron Cresswell,West Ham,37,3319,2,4,1.09,-0.91,3.29,-0.71,0.03,0.09
2015,62,Aaron Lennon,Everton,25,1534,5,0,2.23,-2.77,1.7,1.7,0.13,0.1
2015,55,Aaron Ramsey,Arsenal,31,2624,5,4,8.61,3.61,4.05,0.05,0.3,0.14
2015,362,Abdul Rahman Baba,Chelsea,15,1018,0,1,0.38,0.38,0.18,-0.82,0.03,0.02
2015,366,Adam Bogdan,Liverpool,2,180,0,0,0,,0,,0,0
2015,270,Adam Federici,Bournemouth,6,499,0,0,0,,0,,0,0
2015,174,Adam Johnson,Sunderland,19,1136,2,5,1.81,-0.19,2.19,-2.81,0.14,0.17
2015,77,Adam Lallana,Liverpool,30,2115,4,6,3.53,-0.47,5.65,-0.35,0.15,0.24
2015,530,Adam Matthews,Sunderland,1,33,0,0,0,,0,,0,0
2015,167,Adam Smith,Bournemouth,31,2085,2,0,0.49,-1.51,1.1,1.1,0.02,0.05
2015,456,Adama Traoré,Aston Villa,10,167,0,1,0.13,0.13,0.08,-0.92,0.07,0.05
2015,320,Adlène Guédioura,Watford,18,407,0,2,0.33,0.33,0.71,-1.29,0.07,0.16
